,premise,hypothesis,label,premise_fr,hypothesis_fr
361,Three men standing on grass by the water looking at something on a table.,The three men are outside.,0,Trois hommes qui se trouvent sur l'herbe par l'eau et regardent quelque chose sur une table.,Les trois hommes sont à l'extérieur.
362,Three men standing on grass by the water looking at something on a table.,The three men are indoors playing Foosball.,2,Trois hommes qui se trouvent sur l'herbe par l'eau et regardent quelque chose sur une table.,Les trois hommes sont à l'intérieur et jouent Foosball.
363,A woman stands behind an outdoor grill with a blue basket of food in her hands.,A woman holding a blue basket full of food at a family cookout.,1,Une femme est derrière une grille extérieure avec un panier bleu de nourriture dans ses mains.,Une femme gardant un panier bleu plein de nourriture à une cuisine familiale.
364,A woman stands behind an outdoor grill with a blue basket of food in her hands.,A woman standing behind a grill outside with a blue basket of food in her hands.,0,Une femme est derrière une grille extérieure avec un panier bleu de nourriture dans ses mains.,Une femme derrière une grille extérieure avec un panier bleu de nourriture dans ses mains.
365,A woman stands behind an outdoor grill with a blue basket of food in her hands.,A woman holding a blue basket full of easter eggs outside of a church.,2,Une femme est derrière une grille extérieure avec un panier bleu de nourriture dans ses mains.,Une femme gardant un panier bleu plein d'oeufs à l'est à l'extérieur d'une église.
366,A Land Rover makes its way through a deep pond.,A car gets stuck in the water.,1,Un Land Rover traverse un étang profond.,Une voiture s'arrête dans l'eau.
367,A Land Rover makes its way through a deep pond.,A car is in the shop.,2,Un Land Rover traverse un étang profond.,Une voiture est dans l'atelier.
368,A Land Rover makes its way through a deep pond.,A car drives through the water.,0,Un Land Rover traverse un étang profond.,Une voiture traverse l'eau.
369,many people relax in the yard.,A group of people are outside.,0,De nombreuses personnes se détendent dans la cour.,Un groupe de personnes est à l'extérieur.
370,many people relax in the yard.,A family enjoys the sunny day in their backyard.,1,De nombreuses personnes se détendent dans la cour.,Une famille apprécie la journée ensoleillée dans son jardin.
371,many people relax in the yard.,People watch tv in their living room.,2,De nombreuses personnes se détendent dans la cour.,Les gens regardent la télévision dans leur salle de séjour.
372,A car sinking in water.,A car is flooding.,0,Une voiture s'enfonçant dans l'eau.,Une voiture est en inondation.
373,A car sinking in water.,A car has crashed into a large lake.,1,Une voiture s'enfonçant dans l'eau.,Une voiture s'est écrasée dans un grand lac.
374,A car sinking in water.,A truck drives down a country road in the sunshine.,2,Une voiture s'enfonçant dans l'eau.,Un camion traverse une route de campagne ensoleillée.
375,A man wearing black is playing an electric guitar at a concert.,A man is playing the guitar.,0,Un homme en noir joue une guitare électrique lors d'un concert.,Un homme joue la guitare.
376,A man wearing black is playing an electric guitar at a concert.,A man is singing as he plays guitar.,1,Un homme en noir joue une guitare électrique lors d'un concert.,Un homme chante alors qu'il joue la guitare.
377,A man wearing black is playing an electric guitar at a concert.,A man is playing the piano.,2,Un homme en noir joue une guitare électrique lors d'un concert.,Un homme joue le piano.
378,A man with wild hair rocks a show playing a guitar center stage.,The bald man played the drums.,2,Un homme à cheveux sauvages viole un spectacle en jouant sur la scène de la guitare.,L'homme peuplier a joué les tambours.
379,A man with wild hair rocks a show playing a guitar center stage.,A guy stands on stage with his guitar.,0,Un homme à cheveux sauvages viole un spectacle en jouant sur la scène de la guitare.,Un homme est sur scène avec sa guitare.
380,A man with wild hair rocks a show playing a guitar center stage.,One crazy looking man plays in a show.,1,Un homme à cheveux sauvages viole un spectacle en jouant sur la scène de la guitare.,Un homme fou à l'air joue dans un spectacle.
381,woman and child on trolley car labeled Powell and market and bay and taylor,The woman is carrying her child.,1,femme et enfant sur chariot de voiture étiqueté Powell et marché et taylor,La femme transporte son enfant.
382,woman and child on trolley car labeled Powell and market and bay and taylor,The woman is on a trolley.,0,femme et enfant sur chariot de voiture étiqueté Powell et marché et taylor,La femme est sur un chariot.
383,woman and child on trolley car labeled Powell and market and bay and taylor,The woman and child are on a subway train.,2,femme et enfant sur chariot de voiture étiqueté Powell et marché et taylor,La femme et l'enfant se trouvent sur un train de métro.
384,"Two female medical professionals, one african american& one white, looking over paperwork in a hospital.",Coworkers at at a monthly safety meeting.,1,"Deux femmes professionnels de la médecine, un afro-américaine et un blanc, examinent la documentation dans un hôpital.",Coworkers at a monthly safety meeting.
385,"Two female medical professionals, one african american& one white, looking over paperwork in a hospital.",Coworkers left work and are driving to lunch.,2,"Deux femmes professionnels de la médecine, un afro-américaine et un blanc, examinent la documentation dans un hôpital.",Les collègues ont quitté le travail et se rendent au déjeuner.
386,"Two female medical professionals, one african american& one white, looking over paperwork in a hospital.",There are people at work.,0,"Deux femmes professionnels de la médecine, un afro-américaine et un blanc, examinent la documentation dans un hôpital.",Il y a des gens au travail.
387,Two ladies are reading through binders.,Two ladies are studying for their final exam.,1,Deux femmes lisent à travers des liants.,Deux femmes étudient pour leur examen final.
388,Two ladies are reading through binders.,The girls are watching a movie.,2,Deux femmes lisent à travers des liants.,Les filles regardent un film.
389,Two ladies are reading through binders.,Some women are reading.,0,Deux femmes lisent à travers des liants.,Certaines femmes lisent.
390,A man in the distance is walking past a brick wall painted with words and graffiti.,A man walks away from a wall he has defaced.,1,Un homme à la distance marche sur un mur de briques peint avec des mots et des graffitis.,Un homme s'éloigne d'un mur qu'il a déface.
391,A man in the distance is walking past a brick wall painted with words and graffiti.,A man sits and reads the graffiti on a wall.,2,Un homme à la distance marche sur un mur de briques peint avec des mots et des graffitis.,Un homme assis et lise les graffitis sur un mur.
392,A man in the distance is walking past a brick wall painted with words and graffiti.,Grafffiti on a brick wall.,0,Un homme à la distance marche sur un mur de briques peint avec des mots et des graffitis.,Graffiti sur un mur de briques.
393,A woman and a child holding on to the railing while on trolley.,The people are not holding onto anything.,2,Une femme et un enfant gardés sur le chariot.,Les gens ne tiennent pas à quoi que ce soit.
394,A woman and a child holding on to the railing while on trolley.,The people are holding onto the rail.,0,Une femme et un enfant gardés sur le chariot.,Les gens s'arrêtent sur le rail.
395,A woman and a child holding on to the railing while on trolley.,The people are on a trolley in san Francisco.,1,Une femme et un enfant gardés sur le chariot.,Les gens sont sur un chariot à San Francisco.
396,A man in a striped polo shirt is pointing and smiling.,The man is swimming,2,Un homme dans une chemise de polo rayée montre et sourit.,L'homme naît
397,A man in a striped polo shirt is pointing and smiling.,The man is outside,1,Un homme dans une chemise de polo rayée montre et sourit.,L'homme est à l'extérieur
